ОСЦ;Архив;Индекс операции;Название операции;Тип ШК;КБП;вид/ площадка операции;Единица измерения;Норматив в секундах;Тип операции
ОСЦ Новосибирск;Архив №1 Новосибирск;SR 278 000 00 01;Проект_Сортировка документов (пакетная регистрация вкладов ПВБ);-;00;Проекты;ЕХ;4114;RUCH
ОСЦ Самара;Вне подразделений;SR 278 000 00 01;Проект_Сортировка документов (пакетная регистрация вкладов ПВБ);-;00;Проекты;ЕХ;0;RUCH
ОСЦ Новосибирск;Архив №3 Екатеринбург;SR 278 000 00 01;Проект_Сортировка документов (пакетная регистрация вкладов ПВБ);-;00;Проекты;ЕХ;0;RUCH
ОСЦ Самара;Архив №1 Самара;SR 278 000 00 01;Проект_Сортировка документов (пакетная регистрация вкладов ПВБ);-;00;Проекты;ЕХ;0;RUCH
ОСЦ Воронеж;Вне подразделений;SR 283 000 00 01;Проект_Опломбировка АК;-;00;Проекты;АК;0;RUCH
ОСЦ Воронеж;Архив №1 Воронеж;SR 283 000 00 01;Проект_Опломбировка АК;-;00;Проекты;АК;0;RUCH
ОСЦ Воронеж;Архив №3 Калининград;SR 283 000 00 01;Проект_Опломбировка АК;-;00;Проекты;АК;0;RUCH
ОСЦ Воронеж;Архив №4 Санкт-Петербург;SR 283 000 00 01;Проект_Опломбировка АК;-;00;Проекты;АК;0;RUCH
ОСЦ Москва;Вне подразделений;SR 283 000 00 01;Проект_Опломбировка АК;-;00;Проекты;АК;0;RUCH
ОСЦ Москва;Архив №1 Томилино;SR 283 000 00 01;Проект_Опломбировка АК;-;00;Проекты;АК;0;RUCH
ОСЦ Нижний Новгород;Вне подразделений;SR 283 000 00 01;Проект_Опломбировка АК;-;00;Проекты;АК;0;RUCH
ОСЦ Нижний Новгород;Архив №1 Нижний Новгород;SR 283 000 00 01;Проект_Опломбировка АК;-;00;Проекты;АК;30;RUCH
ОСЦ Новосибирск;Вне подразделений;SR 283 000 00 01;Проект_Опломбировка АК;-;00;Проекты;АК;0;RUCH
ОСЦ Новосибирск;Архив №1 Новосибирск;SR 283 000 00 01;Проект_Опломбировка АК;-;00;Проекты;АК;0;RUCH
ОСЦ Самара;Вне подразделений;SR 283 000 00 01;Проект_Опломбировка АК;-;00;Проекты;АК;0;RUCH
ОСЦ Новосибирск;Архив №3 Екатеринбург;SR 283 000 00 01;Проект_Опломбировка АК;-;00;Проекты;АК;0;RUCH
ОСЦ Самара;Архив №1 Самара;SR 283 000 00 01;Проект_Опломбировка АК;-;00;Проекты;АК;30;RUCH
ОСЦ Воронеж;Вне подразделений;SZ 026 000 00 10;"Проект_Формирование заданий при ""Ручном подборе"" заполнение Журналов: учета коробов ОСГ выдачи оригиналов документов учета по заявкам в АС ЦАРС (ответы клиентам) по КОД ЮЛ";-;00;Проекты;запись/ строка;0;RUCH
