Ф.И.О. сотрудника;Идентификатор Подразделения 1 уровня;Подразделение 1 уровня;Идентификатор Подразделения 2 уровня;Подразделение 2 уровня;Идентификатор Подразделения 3 уровня;Подразделение 3 уровня;Идентификатор Подразделения 4 уровня;Подразделение 4 уровня;Идентификатор подразделения 5 уровня;Подразделение 5 уровня;Идентификатор подразделения 6 уровня;Подразделение 6 уровня;Идентификатор Должности;Должность;Сегмент;Подсегмент;Разряд ШД;Ставка сотрудника;Уход за ребенком;Населенный пункт
a9b95568-ab93-42c5-a784-14608c08fc34;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308485;Сектор комплектования документов №2;35147503;Ведущий специалист;Первая линия;Бэк;7-А-А;1,00;;Москва
cfbfcaa2-d329-4302-81e6-ace0a192b0ca;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308485;Сектор комплектования документов №2;35532672;Ведущий специалист;Первая линия;Бэк;7-А-А;1,00;;Москва
e55ce80f-5bdf-40f7-96f9-18c6f769bf7c;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308485;Сектор комплектования документов №2;35147507;Старший специалист;Первая линия;Бэк;6-А-А;1,00;;Москва
fdd4f8e9-7b9d-4e46-bdfc-2aad132a1f3d;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308485;Сектор комплектования документов №2;35147509;Старший специалист;Первая линия;Бэк;6-А-А;1,00;;Москва
37617397-438f-4765-9378-4ce63d13ddb1;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308485;Сектор комплектования документов №2;35147511;Старший специалист;Первая линия;Бэк;6-А-А;1,00;;Москва
2e53ba40-c652-4d63-b35a-742b98d4c8cc;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308485;Сектор комплектования документов №2;35331257;Старший специалист;Первая линия;Бэк;6-А-А;1,00;;Москва
3f656097-fc1f-451a-b011-423a7e05df2b;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308485;Сектор комплектования документов №2;35223164;Старший специалист;Первая линия;Бэк;5-А-А;1,00;;Москва
e154a993-2c64-41d9-a222-d1f7937ae9a7;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308485;Сектор комплектования документов №2;35147516;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
df333c94-396f-43c8-9256-d1d055a1f975;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308485;Сектор комплектования документов №2;35147517;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
4c714937-fd96-44f7-a32c-2c3ac2900533;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308485;Сектор комплектования документов №2;35147518;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
884e3397-6540-445d-a346-705d87ca7193;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308485;Сектор комплектования документов №2;35147519;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
908a4cc5-45e7-4464-911e-55667445cea0;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308485;Сектор комплектования документов №2;35147520;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
20129ebd-5e29-4041-b788-58444f2c59ad;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308485;Сектор комплектования документов №2;35147524;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
09938907-5fde-4298-9bc0-82adf690a1fc;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308485;Сектор комплектования документов №2;35147525;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
5f7f2e54-31e1-4f2e-b2e2-db22b3e12d53;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308485;Сектор комплектования документов №2;35147527;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
ac531c61-e0ae-48dc-b1db-b2f24d7883a9;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308485;Сектор комплектования документов №2;35147527;Специалист;Первая линия;Бэк;4-А-А;0,00;в отпуске по БИР до 14.08.2026;Москва
1c8b0022-c990-45e8-87fd-b86467b4bb6f;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308485;Сектор комплектования документов №2;35147532;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
94cb9be7-f859-496e-aae8-59b3059941d2;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308485;Сектор комплектования документов №2;35147533;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
0ceb3826-5e55-41d2-965f-9541e940f472;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308486;Сектор использования документов №1;35147536;Начальник сектора;Первая линия;Мидл;9-А-А;1,00;;Москва
f13ac37f-a208-4f76-b7bc-3ebe7d30559c;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308486;Сектор использования документов №1;35147537;Главный специалист;Первая линия;Бэк;8-А-А;1,00;;Москва
b6c3c8a1-3319-48d7-9c6f-abe85ff4fcf9;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308486;Сектор использования документов №1;35147540;Главный специалист;Первая линия;Бэк;8-А-А;1,00;;Москва
e948b041-f97b-48be-a075-d327913c7d36;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308486;Сектор использования документов №1;35331239;Главный специалист;Первая линия;Бэк;8-А-А;1,00;;Москва
a2e40cc0-c3b1-4d26-b8a0-d8ea5a7ed605;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308486;Сектор использования документов №1;35147541;Ведущий специалист;Первая линия;Бэк;7-А-А;1,00;;Москва
0e126ad2-e54e-4a26-aabc-a8c13ccfe0bc;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308486;Сектор использования документов №1;35147544;Ведущий специалист;Первая линия;Бэк;7-А-А;1,00;;Москва
15ba49c9-9e1f-403e-ac57-2870dc13197e;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308486;Сектор использования документов №1;35147546;Ведущий специалист;Первая линия;Бэк;7-А-А;1,00;;Москва
401ec40c-6f9a-4967-8b2d-1e126e08823b;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308486;Сектор использования документов №1;35331240;Ведущий специалист;Первая линия;Бэк;7-А-А;1,00;;Москва
fc5ca18a-da13-4c0f-90f2-6fa058a31220;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308486;Сектор использования документов №1;35331241;Ведущий специалист;Первая линия;Бэк;7-А-А;1,00;;Москва
c77d6dad-35ee-4cae-a0c5-e5b8b4b41966;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308486;Сектор использования документов №1;35331241;Ведущий специалист;Первая линия;Бэк;7-А-А;0,00;в отпуске по уходу за ребенком по 05.09.2026;Москва
1c3b0b14-d4c3-41d9-85d0-0e97129f57ac;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308486;Сектор использования документов №1;35532660;Ведущий специалист;Первая линия;Бэк;7-А-А;1,00;;Москва
768b0c83-a8c9-4490-8b1a-24bbefc90a74;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308486;Сектор использования документов №1;35147550;Старший специалист;Первая линия;Бэк;6-А-А;1,00;;Москва
4ba33406-79d5-429d-bfb5-8abd67af9e4f;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308486;Сектор использования документов №1;35223149;Старший специалист;Первая линия;Бэк;5-А-А;1,00;;Москва
0c3f3b6a-bfe9-45d1-977b-64a132a228de;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308486;Сектор использования документов №1;35331242;Старший специалист;Первая линия;Бэк;5-А-А;1,00;;Москва
7c2efabf-c713-4a32-a0da-4c9a7f903f38;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308486;Сектор использования документов №1;35331243;Старший специалист;Первая линия;Бэк;5-А-А;1,00;;Москва
b93007b2-2a2e-4b6f-b6ae-2215cd177a9b;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308486;Сектор использования документов №1;35331244;Старший специалист;Первая линия;Бэк;5-А-А;1,00;;Москва
56b30f49-ae5e-4d0c-8ace-c6f8abb15b25;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308486;Сектор использования документов №1;35147557;Специалист;Первая линия;Бэк;4-А-А;0,00;в отпуске по уходу за ребенком по 13.12.2026;Москва
dea3b507-5a05-4ad8-b5ff-193dc2311ccc;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308486;Сектор использования документов №1;35147557;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
143dc9c4-133b-4507-87cf-b9a41861ec1b;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308486;Сектор использования документов №1;35147560;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
bf013eb7-9e4a-4a64-857d-e88e9560e613;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308486;Сектор использования документов №1;35147566;Специалист;Первая линия;Бэк;4-А-А;0,00;в отпуске по уходу за ребенком по 31.08.2026;Москва
03f66574-407f-442b-a78e-0a72db5b05e6;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308486;Сектор использования документов №1;35147566;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
75054b20-f2c3-4642-90ac-0b7b74c5c549;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308486;Сектор использования документов №1;35147568;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
64ab37ae-efd1-45f5-a61c-aa4b57c2adec;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308486;Сектор использования документов №1;35331245;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
8484ccbc-d193-43ec-9dbd-0ca553086655;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308487;Сектор использования документов №2;35147569;Начальник сектора;Первая линия;Мидл;9-А-А;1,00;;Москва
5086fa8f-37e4-4cac-a334-b532fe23616d;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308487;Сектор использования документов №2;35147571;Главный специалист;Первая линия;Бэк;8-А-А;1,00;;Москва
b3f6cc49-2021-44b8-b872-f830d101bc24;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308487;Сектор использования документов №2;35147572;Главный специалист;Первая линия;Бэк;8-А-А;1,00;;Москва
be3cd81f-7044-40e9-bddd-411760102982;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308487;Сектор использования документов №2;35331246;Главный специалист;Первая линия;Бэк;8-А-А;1,00;;Москва
cb39cf4e-baaf-4e1c-9e07-7b5c24470853;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308487;Сектор использования документов №2;35331247;Главный специалист;Первая линия;Бэк;8-А-А;1,00;;Москва
981c55a4-d109-4a03-96b7-c2f173b6fe62;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308487;Сектор использования документов №2;35147573;Ведущий специалист;Первая линия;Бэк;7-А-А;1,00;;Москва
c035ae5d-9b22-4f7b-b7fb-595d52425397;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308487;Сектор использования документов №2;35147576;Ведущий специалист;Первая линия;Бэк;7-А-А;1,00;;Москва
26b3e0bd-eb88-4a57-8399-97718032c496;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308487;Сектор использования документов №2;35147582;Старший специалист;Первая линия;Бэк;6-А-А;1,00;;Москва
ba7c374a-6af0-4661-8a23-8f4f699fc589;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308487;Сектор использования документов №2;35147585;Старший специалист;Первая линия;Бэк;6-А-А;1,00;;Москва
994588bc-60b8-4ff9-8113-634fcf6c41a2;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308487;Сектор использования документов №2;35331248;Старший специалист;Первая линия;Бэк;6-А-А;1,00;;Москва
678e3cb8-0f48-43e5-97a7-f945afae2703;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308487;Сектор использования документов №2;35532661;Старший специалист;Первая линия;Бэк;6-А-А;0,00;в отпуске по уходу за ребенком по 02.10.2026;Москва
e2d3dfd8-288f-4ed2-9e83-50a5a923559e;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308487;Сектор использования документов №2;35532661;Старший специалист;Первая линия;Бэк;6-А-А;1,00;;Москва
09b815f8-c184-47e2-9bbb-b2a29d14c95f;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308487;Сектор использования документов №2;35532662;Старший специалист;Первая линия;Бэк;6-А-А;1,00;;Москва
9d989f39-8fb5-49f3-b24d-1e83218a9372;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308487;Сектор использования документов №2;35532663;Старший специалист;Первая линия;Бэк;6-А-А;1,00;;Москва
6f01e1ae-b29a-4a57-a607-c548df842953;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308487;Сектор использования документов №2;35223150;Старший специалист;Первая линия;Бэк;5-А-А;1,00;;Москва
2099eabd-b44f-4772-8714-e80955784667;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308487;Сектор использования документов №2;35147586;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
85fdba96-4a64-4491-ab84-6b58f2b5670b;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308487;Сектор использования документов №2;35147589;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
d5fd59ce-b4bc-4744-a7bf-7b80b3d5fb4a;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308487;Сектор использования документов №2;35147592;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
a54f37d9-0d16-4fff-85cb-e02603d96ed7;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308487;Сектор использования документов №2;35147593;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
92784241-d26c-4793-9e74-c61636f91ce8;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308487;Сектор использования документов №2;35147595;Специалист;Первая линия;Бэк;4-А-А;0,00;в отпуске по уходу за ребенком по 24.05.2027;Москва
2372a2e6-6279-477f-8029-1b7d4b910b4f;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308487;Сектор использования документов №2;35147595;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
459a6f09-e20b-45be-ad3b-14bf3df160c2;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308487;Сектор использования документов №2;35147600;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
0276554c-b642-4672-8ccd-ed65bcc79fdd;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308488;Сектор использования документов №3;35147601;Начальник сектора;Первая линия;Мидл;9-А-А;1,00;;Москва
75a590f9-73f1-4cd4-8b2e-2659bbfe1d7e;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308488;Сектор использования документов №3;35147602;Главный специалист;Первая линия;Бэк;8-А-А;1,00;;Москва
8b39762c-7f22-4664-b387-cee3356fed23;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308488;Сектор использования документов №3;35147604;Главный специалист;Первая линия;Бэк;8-А-А;1,00;;Москва
8b79dde9-7583-4f9b-a610-4763cb32da06;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308488;Сектор использования документов №3;35599549;Главный специалист;Первая линия;Бэк;8-А-А;1,00;;Москва
7a08d2c0-c584-4b99-8c8b-3ccd6e05c860;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308488;Сектор использования документов №3;35147607;Ведущий специалист;Первая линия;Бэк;7-А-А;1,00;;Москва
d0e8e52c-d0d5-40f3-bf75-30d0180a2b30;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308488;Сектор использования документов №3;35147611;Ведущий специалист;Первая линия;Бэк;7-А-А;1,00;;Москва
8b010d74-2cab-4dfe-adb2-40827e4fab6d;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308488;Сектор использования документов №3;35532664;Ведущий специалист;Первая линия;Бэк;7-А-А;1,00;;Москва
7fcab4e7-5b63-4eed-a5c6-4753d6721c21;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308488;Сектор использования документов №3;35331249;Старший специалист;Первая линия;Бэк;6-А-А;1,00;;Москва
e6747591-fa74-4f74-bc4f-0c92f6bbfc03;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308488;Сектор использования документов №3;35223155;Старший специалист;Первая линия;Бэк;5-А-А;1,00;;Москва
901fc992-4118-4fe3-b202-f3ef05007b18;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308488;Сектор использования документов №3;35223156;Старший специалист;Первая линия;Бэк;5-А-А;1,00;;Москва
dea53d12-bab6-47f4-bda6-93cc5556d5d6;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308488;Сектор использования документов №3;35223157;Старший специалист;Первая линия;Бэк;5-А-А;1,00;;Москва
02611110-df77-4bda-b8e4-24acb0ea71e0;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308488;Сектор использования документов №3;35331250;Старший специалист;Первая линия;Бэк;5-А-А;1,00;;Москва
30fc5f99-9771-4b47-acc0-a5b6716d9aff;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308488;Сектор использования документов №3;35147621;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
ac116f02-5aa6-4604-8b78-9280bbe62425;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308488;Сектор использования документов №3;35147623;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
37fd54ae-6c2b-4cac-83b6-ed5fbef8ef34;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308488;Сектор использования документов №3;35147624;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
d3177af7-a5fe-4da4-8ae6-a3fa857f066f;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";10228183;Архив №1 (Томилино);10308488;Сектор использования документов №3;35147626;Специалист;Первая линия;Бэк;4-А-А;1,00;;Москва
