Ф.И.О. сотрудника;Идентификатор Подразделения 1 уровня;Подразделение 1 уровня;Идентификатор Подразделения 2 уровня;Подразделение 2 уровня;Идентификатор Подразделения 3 уровня;Подразделение 3 уровня;Идентификатор Подразделения 4 уровня;Подразделение 4 уровня;Идентификатор подразделения 5 уровня;Подразделение 5 уровня;Идентификатор подразделения 6 уровня;Подразделение 6 уровня;Идентификатор Должности;Должность;Сегмент;Подсегмент;Разряд ШД;Ставка сотрудника;Уход за ребенком;Населенный пункт
89f42331-84fe-479f-84ac-ddea564313bd;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";;;;;35790169;Начальник центра;Первая линия;Бэк;12-А-А;1,00;;Нижний Новгород
12b1a5db-22d5-4a04-a2b5-b3ea2a9564d4;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";;;;;35790170;Заместитель начальника центра;Первая линия;Мидл;10-А-А;1,00;;Нижний Новгород
417c25da-30f6-4d23-b781-9fd5b0ac92ea;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";;;;;35223681;Менеджер;Первая линия;Бэк;9-А-А;1,00;;Нижний Новгород
5984f7f2-d9fa-48c9-9549-4ad2f338e8de;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";;;;;35790171;Менеджер;Первая линия;Бэк;9-А-А;1,00;;Нижний Новгород
3b2f7110-4f06-49c0-b8e4-ead165653a56;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";;;;;35532786;Менеджер поддержки архивного сервиса;Первая линия;Бэк;9-А-А;1,00;;Нижний Новгород
57fd92d2-3026-40ce-a025-fcf71d342dbf;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";;;;;35016930;Главный специалист;Первая линия;Бэк;8-А-А;1,00;;Нижний Новгород
c1ea6fc7-5fda-4626-8608-db27cd7fea8f;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";;;;;34598317;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Нижний Новгород
c8b0f0c2-786b-4b91-a334-3acf4e10a025;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";;;;;35144532;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Нижний Новгород
079bf802-aec1-444e-97fe-ea3218eecca0;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";;;;;35223682;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Нижний Новгород
8d63dbe2-90fe-49b9-b502-514764bdde38;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";;;;;35223683;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Нижний Новгород
bc831a0d-1b95-43e2-8b05-129e1e1eec1b;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";;;;;35532781;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Нижний Новгород
9f72852f-0a48-4c21-8205-9c2b394638df;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";;;;;35532782;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Нижний Новгород
ff537e38-349e-42d8-946e-d6fa886c69b2;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";;;;;35532783;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Нижний Новгород
0bbd35aa-5ac5-47c8-9110-267d71674973;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";;;;;35532784;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Нижний Новгород
55320255-89d0-4c64-b19e-cd8708696f45;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";;;;;35532785;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Нижний Новгород
71dce2af-0ce2-4f43-8a5a-32fa99140681;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";;;;;34658725;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
70f58ded-9bf6-4510-8380-ce5ff720f460;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217088;Сектор комплектования документов;;;34453451;Начальник сектора;Первая линия;Мидл;8-А-А;1,00;;Нижний Новгород
0a82729d-d4a4-4972-9c94-c045de1ba8ef;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217088;Сектор комплектования документов;;;34453452;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Нижний Новгород
28154a7a-3596-4e79-8ce3-27d3be2a9492;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217088;Сектор комплектования документов;;;34454273;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Нижний Новгород
1ce67b78-9985-4ef0-bdbe-914dc390ed6f;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217088;Сектор комплектования документов;;;34556968;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Нижний Новгород
387315f2-33bb-4d60-bd2b-5c93d82242fc;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217088;Сектор комплектования документов;;;35144527;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Нижний Новгород
ef7758e0-6bde-4ab8-8ebb-fa51c6fd6d1d;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217088;Сектор комплектования документов;;;35144529;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Нижний Новгород
0231407f-7195-43e1-a055-16097c113c68;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217088;Сектор комплектования документов;;;34453651;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
b919ba7a-9d13-4f7a-951b-26cc61840712;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217088;Сектор комплектования документов;;;34453660;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
ee86a3a2-4bec-480c-b505-f65efa3e4102;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217088;Сектор комплектования документов;;;34658726;Ведущий специалист;Первая линия;Бэк;5-А-А;0,00;в отпуске по уходу за ребенком по 18.08.2026;Нижний Новгород
91c41375-1a78-455d-8d05-9feb60021639;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217088;Сектор комплектования документов;;;34658726;Ведущий специалист;Первая линия;Бэк;5-А-А;0,00;в отпуске по уходу за ребенком по 01.06.2027;Нижний Новгород
ba066056-c2ef-4602-a346-719610226b6a;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217088;Сектор комплектования документов;;;34658726;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
5c81ecf0-79ca-413c-823b-afe0bef2e652;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217088;Сектор комплектования документов;;;34822806;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
96e3290c-596a-4fd9-9717-2a0b00356cf3;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217088;Сектор комплектования документов;;;35532707;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
6849a87f-068b-4bbf-9942-2cfe5c63ba1b;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217088;Сектор комплектования документов;;;35532709;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
f2ab8dd0-6358-4a69-9b94-19c46d12e3f0;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217088;Сектор комплектования документов;;;34453664;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Нижний Новгород
a0b1389d-a2a7-43da-84ff-14b07bd5e85d;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217088;Сектор комплектования документов;;;34453826;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Нижний Новгород
156ddd94-13c1-4833-920a-367574a9dd20;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217088;Сектор комплектования документов;;;34658732;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Нижний Новгород
91880610-cb92-49a3-8c8a-35a887a354dd;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217088;Сектор комплектования документов;;;34658733;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Нижний Новгород
6736cad4-900c-4e60-ade0-e7b5a23e0ef5;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217088;Сектор комплектования документов;;;34658733;Старший специалист;Первая линия;Бэк;4-А-А;0,00;в отпуске по уходу за ребенком по 13.05.2026;Нижний Новгород
04057212-7e30-4ec7-9e30-f3168fbf7d66;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217090;Сектор использования документов;;;34453939;Начальник сектора;Первая линия;Мидл;8-А-А;1,00;;Нижний Новгород
9a28522d-ea58-4a3e-929e-22edcab87a90;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217090;Сектор использования документов;;;34453940;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Нижний Новгород
54aae1e9-5b77-494b-a5b3-55ad3a9d9696;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217090;Сектор использования документов;;;34453942;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Нижний Новгород
8ba5f5d5-bfd2-4138-abef-1f19fdde49e5;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217090;Сектор использования документов;;;34454049;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Нижний Новгород
5ac41e5a-41ac-4dd4-9aeb-38a15efb16e5;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217090;Сектор использования документов;;;34453948;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
f41ec2ad-a447-420c-8288-06f1c22fa789;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217090;Сектор использования документов;;;34453949;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
1d1016d7-e9a0-4b13-adf1-803f8bf14097;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217090;Сектор использования документов;;;34454027;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
398c133d-c9de-4eb8-8264-d9d14bed7c7f;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217090;Сектор использования документов;;;34454031;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
ef9e5756-0025-4180-a7ab-713397298175;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217090;Сектор использования документов;;;34658748;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
69b671dc-85b1-488b-9e0e-f3c1de735143;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217090;Сектор использования документов;;;34658748;Ведущий специалист;Первая линия;Бэк;5-А-А;0,00;в отпуске по уходу за ребенком по 18.12.2026;Нижний Новгород
6746a2ca-6a40-488b-a51d-5a9c0106c7f7;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217090;Сектор использования документов;;;35331271;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
bbd54834-2a66-45ef-a2b9-c64f31127271;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217090;Сектор использования документов;;;35762752;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
38ffb3fa-89c1-4158-b5ec-0c0c4c4e8735;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217090;Сектор использования документов;;;35790164;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
012a36b6-71f4-49c0-a0f6-7604ae230518;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217090;Сектор использования документов;;;35790165;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
f9f57228-ea9e-48d3-a7cf-9627eab4eb07;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217090;Сектор использования документов;;;35790166;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
70569c21-8751-49a3-9eb0-702ad0605937;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217090;Сектор использования документов;;;35790167;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
421b5c3d-f2b9-4c26-b619-17129d0482bc;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217090;Сектор использования документов;;;35790168;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
39c41bd4-ec0b-477d-9de3-ab0944ccebca;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217090;Сектор использования документов;;;34454040;Старший специалист;Первая линия;Бэк;4-А-А;0,00;в отпуске по уходу за ребенком по 19.05.2026;Нижний Новгород
d63c39d5-10ee-4c46-8e71-4d422c4e5ac8;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217090;Сектор использования документов;;;34454040;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Нижний Новгород
be60e553-ac47-409f-abff-179f42fe29e8;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217090;Сектор использования документов;;;34658744;Старший специалист;Первая линия;Бэк;4-А-А;0,00;в отпуске по уходу за ребенком по 10.03.2026;Нижний Новгород
6f5b7754-c0d9-4cbc-a616-d1f5b49e0649;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217090;Сектор использования документов;;;34658744;Старший специалист;Первая линия;Бэк;4-А-А;0,00;в отпуске по уходу за ребенком по 27.03.2027;Нижний Новгород
aaf14cad-f5f9-4a03-87e5-fe059bcfea28;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10217090;Сектор использования документов;;;34658744;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Нижний Новгород
0381d740-5c2a-4cb1-97ec-8d9c1ffdb050;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10346272;Сектор логистики и учета документов;;;35532710;Начальник сектора;Первая линия;Мидл;8-А-А;1,00;;Нижний Новгород
c8ce20b5-c0b2-4eea-ac60-a39ebe1cfeea;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10346272;Сектор логистики и учета документов;;;35532711;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Нижний Новгород
f5d8e557-477c-4612-b275-5cb9f0ee1c0b;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10346272;Сектор логистики и учета документов;;;35532712;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Нижний Новгород
7f115573-65af-4ac4-90bd-2548e81331d8;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10346272;Сектор логистики и учета документов;;;35532713;Главный специалист;Первая линия;Бэк;7-А-А;1,00;;Нижний Новгород
e3718aca-5030-4c4e-a5ce-6050d444ac79;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10346272;Сектор логистики и учета документов;;;35532714;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
58579b11-c558-4dca-9849-9b55a3b3198e;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10346272;Сектор логистики и учета документов;;;35532715;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
9bfc5e3f-6a28-4187-92c5-e44cbdae5209;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10346272;Сектор логистики и учета документов;;;35532716;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
9ed1810d-687f-4e3e-95a2-6a1e474bc735;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10346272;Сектор логистики и учета документов;;;35532717;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
99f3cd53-0bac-45ce-974f-a92c3c3a839a;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10346272;Сектор логистики и учета документов;;;35532719;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
f13c0307-f9ac-43fc-846e-36ee309c3019;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10346272;Сектор логистики и учета документов;;;35532720;Ведущий специалист;Первая линия;Бэк;5-А-А;1,00;;Нижний Новгород
4324ea15-2d70-4394-8c13-815639f53e66;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10346272;Сектор логистики и учета документов;;;35532721;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Нижний Новгород
34da1fc1-f933-4270-b3b8-1cbc8c50d993;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10346272;Сектор логистики и учета документов;;;35532722;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Нижний Новгород
27104038-c45e-455c-9f2a-1b44f342480b;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10346272;Сектор логистики и учета документов;;;35532723;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Нижний Новгород
dcf7c125-5e9d-49d9-9667-3f78dc540eaf;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10346272;Сектор логистики и учета документов;;;35532724;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Нижний Новгород
90651671-9f21-40fa-95ba-465da8fbf8e3;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10346272;Сектор логистики и учета документов;;;35532775;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Нижний Новгород
8d82977e-b458-4ff6-a426-ec074d7eca5e;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10346272;Сектор логистики и учета документов;;;35532776;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Нижний Новгород
8928debd-1fb4-4ac3-aa71-cae47883dbd0;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10346272;Сектор логистики и учета документов;;;35532777;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Нижний Новгород
6883629d-3178-41d3-b8ba-8c5e01e8d6a4;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10346272;Сектор логистики и учета документов;;;35532778;Старший специалист;Первая линия;Бэк;4-А-А;0,00;в отпуске по уходу за ребенком по 16.09.2026;Нижний Новгород
d2cc67d1-40fd-4046-bc62-e5bdb263e142;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10346272;Сектор логистики и учета документов;;;35532778;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Нижний Новгород
4669570d-ad20-4f54-8113-e54670493eb5;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10216466;"Объединенный сервисный центр ""Нижний Новгород""";10217087;"Сервисный центр ""Архив"" (на правах отдела)";10346272;Сектор логистики и учета документов;;;35532779;Старший специалист;Первая линия;Бэк;4-А-А;1,00;;Нижний Новгород
7ffa8754-ccfb-4b29-9fb4-b5aebc9d032d;10110907;Подразделения центрального подчинения;10214918;Дирекция сервисных центров;10229245;"Объединенный сервисный центр ""Москва""";10228181;"Сервисный центр ""Архив""";;;;;34506279;Начальник центра;Первая линия;Бэк;13-А-А;1,00;;Москва
